season,away_team,home_team,plus_minus_diff,netrtg_diff,pie_diff,winner
2003,SAN ANTONIO SPURS,UTAH JAZZ,-3,-3.2,0.2,0
2003,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,3,2.7,2.2,0
2003,MIAMI HEAT,TORONTO RAPTORS,-0.9,-0.5,-0.9,0
2003,INDIANA PACERS,NEW YORK KNICKS,-4.9,-4.8,-6.4,0
2003,PHILADELPHIA 76ERS,CHICAGO BULLS,-7.4,-7.7,-5.9,1
2003,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,4.7,5,2.9,1
2003,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,1.5,1.4,1.7,1
2003,DENVER NUGGETS,LOS ANGELES LAKERS,10.6,11.1,9.5,1
2003,DETROIT PISTONS,BOSTON CELTICS,-4.1,-4.8,-4.5,1
2003,TORONTO RAPTORS,CLEVELAND CAVALIERS,-3.7,-3.6,-1.6,1
2003,WASHINGTON WIZARDS,PHILADELPHIA 76ERS,3.3,3.7,1.8,1
2003,NEW JERSEY NETS,INDIANA PACERS,-1.7,-1.9,-0.6,1
2003,MINNESOTA TIMBERWOLVES,MEMPHIS GRIZZLIES,-5.3,-5.7,-4.7,0
2003,ORLANDO MAGIC,MILWAUKEE BUCKS,0.1,0.3,1.3,1
2003,ATLANTA HAWKS,NEW ORLEANS HORNETS,5.7,6.2,3.4,1
2003,DALLAS MAVERICKS,SAN ANTONIO SPURS,-2.4,-2.5,0.3,0
2003,HOUSTON ROCKETS,DENVER NUGGETS,-9.8,-10.4,-8.6,0
2003,UTAH JAZZ,SACRAMENTO KINGS,4.1,4,0,1
2003,PHOENIX SUNS,SEATTLE SUPERSONICS,-1.2,-1.5,0.4,1
2003,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,-3.4,-3.5,-2.8,0
2003,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,-6.7,-6.7,-4.5,1
2003,MILWAUKEE BUCKS,NEW JERSEY NETS,5,5.1,4.9,1
2003,BOSTON CELTICS,INDIANA PACERS,3.9,4.1,5.8,0
2003,PHOENIX SUNS,SAN ANTONIO SPURS,4.3,4.5,5.1,0
2003,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,5.2,5.6,3.1,1
2003,UTAH JAZZ,SACRAMENTO KINGS,4.1,4,0,1
2003,ORLANDO MAGIC,DETROIT PISTONS,3.6,4.2,4.3,0
2003,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,-0.2,0,0.9,0
2003,NEW ORLEANS HORNETS,PHILADELPHIA 76ERS,0.2,0.2,-0.1,1
2003,PHOENIX SUNS,SAN ANTONIO SPURS,4.3,4.5,5.1,1
2003,BOSTON CELTICS,INDIANA PACERS,3.9,4.1,5.8,1
2003,UTAH JAZZ,SACRAMENTO KINGS,4.1,4,0,1
2003,MILWAUKEE BUCKS,NEW JERSEY NETS,5,5.1,4.9,0
2003,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,-0.2,0,0.9,1
2003,NEW ORLEANS HORNETS,PHILADELPHIA 76ERS,0.2,0.2,-0.1,1
2003,ORLANDO MAGIC,DETROIT PISTONS,3.6,4.2,4.3,1
2003,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,5.2,5.6,3.1,1
2003,INDIANA PACERS,BOSTON CELTICS,-3.9,-4.1,-5.8,1
2003,NEW JERSEY NETS,MILWAUKEE BUCKS,-5,-5.1,-4.9,0
2003,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,0.2,0,-0.9,0
2003,DETROIT PISTONS,ORLANDO MAGIC,-3.6,-4.2,-4.3,1
2003,SAN ANTONIO SPURS,PHOENIX SUNS,-4.3,-4.5,-5.1,0
2003,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,-5.2,-5.6,-3.1,0
2003,NEW JERSEY NETS,MILWAUKEE BUCKS,-5,-5.1,-4.9,1
2003,PHILADELPHIA 76ERS,NEW ORLEANS HORNETS,-0.2,-0.2,0.1,1
2003,SACRAMENTO KINGS,UTAH JAZZ,-4.1,-4,0,1
2003,INDIANA PACERS,BOSTON CELTICS,-3.9,-4.1,-5.8,1
2003,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,0.2,0,-0.9,1
2003,DETROIT PISTONS,ORLANDO MAGIC,-3.6,-4.2,-4.3,1
2003,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,-5.2,-5.6,-3.1,1
2003,SAN ANTONIO SPURS,PHOENIX SUNS,-4.3,-4.5,-5.1,1
2003,PHILADELPHIA 76ERS,NEW ORLEANS HORNETS,-0.2,-0.2,0.1,0
2003,SACRAMENTO KINGS,UTAH JAZZ,-4.1,-4,0,0
2003,MILWAUKEE BUCKS,NEW JERSEY NETS,5,5.1,4.9,1
2003,PHOENIX SUNS,SAN ANTONIO SPURS,4.3,4.5,5.1,1
2003,BOSTON CELTICS,INDIANA PACERS,3.9,4.1,5.8,1
2003,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,-0.2,0,0.9,0
2003,NEW ORLEANS HORNETS,PHILADELPHIA 76ERS,0.2,0.2,-0.1,0
2003,ORLANDO MAGIC,DETROIT PISTONS,3.6,4.2,4.3,1
2003,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,5.2,5.6,3.1,0
2003,UTAH JAZZ,SACRAMENTO KINGS,4.1,4,0,1
2003,INDIANA PACERS,BOSTON CELTICS,-3.9,-4.1,-5.8,1
2003,NEW JERSEY NETS,MILWAUKEE BUCKS,-5,-5.1,-4.9,0
2003,SAN ANTONIO SPURS,PHOENIX SUNS,-4.3,-4.5,-5.1,0
2003,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,0.2,0,-0.9,1
2003,DETROIT PISTONS,ORLANDO MAGIC,-3.6,-4.2,-4.3,0
2003,PHILADELPHIA 76ERS,NEW ORLEANS HORNETS,-0.2,-0.2,0.1,0
2003,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,-5.2,-5.6,-3.1,1
2003,ORLANDO MAGIC,DETROIT PISTONS,3.6,4.2,4.3,1
2003,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,5.2,5.6,3.1,1
2003,BOSTON CELTICS,NEW JERSEY NETS,5.6,6,6.4,1
2003,LOS ANGELES LAKERS,SAN ANTONIO SPURS,3.1,3.6,2.9,1
2003,PHILADELPHIA 76ERS,DETROIT PISTONS,1.4,1.6,0.9,1
2003,SACRAMENTO KINGS,DALLAS MAVERICKS,1.3,1.7,-0.5,0
2003,BOSTON CELTICS,NEW JERSEY NETS,5.6,6,6.4,1
2003,LOS ANGELES LAKERS,SAN ANTONIO SPURS,3.1,3.6,2.9,1
2003,PHILADELPHIA 76ERS,DETROIT PISTONS,1.4,1.6,0.9,1
2003,SACRAMENTO KINGS,DALLAS MAVERICKS,1.3,1.7,-0.5,1
2003,NEW JERSEY NETS,BOSTON CELTICS,-5.6,-6,-6.4,0
2003,SAN ANTONIO SPURS,LOS ANGELES LAKERS,-3.1,-3.6,-2.9,1
2003,DETROIT PISTONS,PHILADELPHIA 76ERS,-1.4,-1.6,-0.9,1
2003,DALLAS MAVERICKS,SACRAMENTO KINGS,-1.3,-1.7,0.5,0
2003,SAN ANTONIO SPURS,LOS ANGELES LAKERS,-3.1,-3.6,-2.9,1
2003,DETROIT PISTONS,PHILADELPHIA 76ERS,-1.4,-1.6,-0.9,1
2003,DALLAS MAVERICKS,SACRAMENTO KINGS,-1.3,-1.7,0.5,1
2003,NEW JERSEY NETS,BOSTON CELTICS,-5.6,-6,-6.4,0
2003,SACRAMENTO KINGS,DALLAS MAVERICKS,1.3,1.7,-0.5,1
2003,LOS ANGELES LAKERS,SAN ANTONIO SPURS,3.1,3.6,2.9,1
2003,PHILADELPHIA 76ERS,DETROIT PISTONS,1.4,1.6,0.9,1
2003,SAN ANTONIO SPURS,LOS ANGELES LAKERS,-3.1,-3.6,-2.9,0
2003,DALLAS MAVERICKS,SACRAMENTO KINGS,-1.3,-1.7,0.5,1
2003,DETROIT PISTONS,PHILADELPHIA 76ERS,-1.4,-1.6,-0.9,0
2003,SACRAMENTO KINGS,DALLAS MAVERICKS,1.3,1.7,-0.5,1
2003,NEW JERSEY NETS,DETROIT PISTONS,-1.5,-1.2,-1.9,0
2003,DALLAS MAVERICKS,SAN ANTONIO SPURS,-2.4,-2.5,0.3,0
2003,NEW JERSEY NETS,DETROIT PISTONS,-1.5,-1.2,-1.9,0
2003,DALLAS MAVERICKS,SAN ANTONIO SPURS,-2.4,-2.5,0.3,1
2003,DETROIT PISTONS,NEW JERSEY NETS,1.5,1.2,1.9,1
2003,SAN ANTONIO SPURS,DALLAS MAVERICKS,2.4,2.5,-0.3,0
2003,DETROIT PISTONS,NEW JERSEY NETS,1.5,1.2,1.9,1
2003,SAN ANTONIO SPURS,DALLAS MAVERICKS,2.4,2.5,-0.3,0
2003,DALLAS MAVERICKS,SAN ANTONIO SPURS,-2.4,-2.5,0.3,0
2003,SAN ANTONIO SPURS,DALLAS MAVERICKS,2.4,2.5,-0.3,0
2003,NEW JERSEY NETS,SAN ANTONIO SPURS,0.2,0.4,0.5,1
2003,NEW JERSEY NETS,SAN ANTONIO SPURS,0.2,0.4,0.5,0
2003,SAN ANTONIO SPURS,NEW JERSEY NETS,-0.2,-0.4,-0.5,0
2003,SAN ANTONIO SPURS,NEW JERSEY NETS,-0.2,-0.4,-0.5,1
2003,SAN ANTONIO SPURS,NEW JERSEY NETS,-0.2,-0.4,-0.5,0
2003,NEW JERSEY NETS,SAN ANTONIO SPURS,0.2,0.4,0.5,1
2004,MIAMI HEAT,PHILADELPHIA 76ERS,-3,-2.9,-1.2,1
2004,PHOENIX SUNS,SAN ANTONIO SPURS,10.9,11.7,10,1
2004,DALLAS MAVERICKS,LOS ANGELES LAKERS,-0.5,-0.4,1.1,1
2004,MIAMI HEAT,BOSTON CELTICS,-2,-1.8,-0.6,1
2004,INDIANA PACERS,DETROIT PISTONS,0,0.2,1.9,0
2004,NEW JERSEY NETS,TORONTO RAPTORS,-5.5,-6,-5.7,1
2004,MILWAUKEE BUCKS,MINNESOTA TIMBERWOLVES,4.4,4.6,4.4,1
2004,ATLANTA HAWKS,NEW ORLEANS HORNETS,4.5,4.9,2.5,1
2004,ORLANDO MAGIC,NEW YORK KNICKS,5.5,5.8,5.4,0
2004,WASHINGTON WIZARDS,CHICAGO BULLS,-0.8,-0.8,0.5,0
2004,PORTLAND TRAIL BLAZERS,UTAH JAZZ,0.1,0.2,0.5,1
2004,SAN ANTONIO SPURS,DENVER NUGGETS,-6.1,-6.9,-6.1,1
2004,CLEVELAND CAVALIERS,SACRAMENTO KINGS,7.6,8,5.3,1
2004,DALLAS MAVERICKS,GOLDEN STATE WARRIORS,-5.1,-5.6,-3.6,0
2004,LOS ANGELES CLIPPERS,SEATTLE SUPERSONICS,4,3.9,2.7,1
2004,NEW ORLEANS HORNETS,ORLANDO MAGIC,-6.9,-7.5,-5.7,0
2004,DENVER NUGGETS,HOUSTON ROCKETS,0.6,0.9,0.8,1
2004,CLEVELAND CAVALIERS,PHOENIX SUNS,-1.1,-1.2,-2.5,1
2004,WASHINGTON WIZARDS,TORONTO RAPTORS,2.6,2.3,3.5,1
2004,MILWAUKEE BUCKS,INDIANA PACERS,4.7,5.2,2.9,0
2004,DETROIT PISTONS,MIAMI HEAT,-5.3,-6.2,-6.2,0
2004,BOSTON CELTICS,MEMPHIS GRIZZLIES,3.9,4.1,3.2,0
2004,MINNESOTA TIMBERWOLVES,NEW JERSEY NETS,-3,-3.1,-2.1,1
2004,ATLANTA HAWKS,CHICAGO BULLS,-1.8,-1.7,-2,1
2004,SEATTLE SUPERSONICS,LOS ANGELES CLIPPERS,-4,-3.9,-2.7,0
2004,PHILADELPHIA 76ERS,SACRAMENTO KINGS,7.5,8,6,1
2004,INDIANA PACERS,ATLANTA HAWKS,-10.4,-11.1,-7.3,0
2004,DETROIT PISTONS,ORLANDO MAGIC,-12.8,-13.9,-12.4,0
2004,NEW JERSEY NETS,WASHINGTON WIZARDS,-8.1,-8.3,-9.2,0
2004,TORONTO RAPTORS,MINNESOTA TIMBERWOLVES,8.5,9.1,7.8,1
2004,BOSTON CELTICS,NEW ORLEANS HORNETS,1.4,1.6,0.1,1
2004,UTAH JAZZ,DALLAS MAVERICKS,5.6,5.8,3.4,1
2004,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,-0.7,-0.7,-0.9,0
2004,CHICAGO BULLS,MILWAUKEE BUCKS,7.5,7.6,6.4,1
2004,NEW YORK KNICKS,SAN ANTONIO SPURS,8.7,9.5,7.8,1
2004,SACRAMENTO KINGS,DENVER NUGGETS,-3.9,-4.4,-3.9,1
2004,LOS ANGELES LAKERS,PHOENIX SUNS,-7.6,-7.9,-7.2,0
2004,CLEVELAND CAVALIERS,PORTLAND TRAIL BLAZERS,1.3,1.1,-0.3,1
2004,PHILADELPHIA 76ERS,GOLDEN STATE WARRIORS,1.8,1.5,0.7,1
2004,GOLDEN STATE WARRIORS,LOS ANGELES LAKERS,4.6,5.2,4.7,1
2004,NEW YORK KNICKS,ORLANDO MAGIC,-5.5,-5.8,-5.4,0
2004,NEW ORLEANS HORNETS,ATLANTA HAWKS,-4.5,-4.9,-2.5,1
2004,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,-4.8,-5.3,-4.4,1
2004,HOUSTON ROCKETS,CHICAGO BULLS,-8.1,-8.4,-6.7,0
2004,MIAMI HEAT,DALLAS MAVERICKS,3.9,4.2,3.1,1
2004,MINNESOTA TIMBERWOLVES,UTAH JAZZ,-6.7,-7,-6.1,1
2004,PHILADELPHIA 76ERS,PORTLAND TRAIL BLAZERS,1.2,1.1,0.4,0
2004,DENVER NUGGETS,INDIANA PACERS,4.7,5.3,3.4,1
2004,HOUSTON ROCKETS,NEW JERSEY NETS,0.8,0.7,2,0
2004,LOS ANGELES LAKERS,MILWAUKEE BUCKS,-2.8,-3,-2.8,0
2004,MIAMI HEAT,SAN ANTONIO SPURS,6.7,7.6,7,1
2004,CHICAGO BULLS,ORLANDO MAGIC,-0.6,-0.9,-1.2,0
2004,NEW ORLEANS HORNETS,PHILADELPHIA 76ERS,-2.4,-2.7,-0.7,0
2004,DALLAS MAVERICKS,WASHINGTON WIZARDS,-10,-10.2,-8.6,1
2004,BOSTON CELTICS,DETROIT PISTONS,7.3,8,6.8,1
2004,MILWAUKEE BUCKS,NEW YORK KNICKS,-2.6,-2.7,-2.2,0
2004,DENVER NUGGETS,CLEVELAND CAVALIERS,-3.7,-3.6,-1.4,0
2004,SACRAMENTO KINGS,MINNESOTA TIMBERWOLVES,0.5,0.3,1,0
2004,PHOENIX SUNS,UTAH JAZZ,2.5,2.5,2.7,1
2004,ATLANTA HAWKS,GOLDEN STATE WARRIORS,3.9,3.7,2.5,1
2004,MEMPHIS GRIZZLIES,PORTLAND TRAIL BLAZERS,-3.7,-4.1,-3.4,1
2004,INDIANA PACERS,NEW JERSEY NETS,-3.3,-3.7,-0.6,0
2004,DALLAS MAVERICKS,TORONTO RAPTORS,-7.4,-7.9,-5.1,1
2004,LOS ANGELES LAKERS,SAN ANTONIO SPURS,3.3,3.8,2.8,0
2004,TORONTO RAPTORS,WASHINGTON WIZARDS,-2.6,-2.3,-3.5,1
2004,NEW JERSEY NETS,BOSTON CELTICS,-4,-4.1,-4.3,0
2004,CLEVELAND CAVALIERS,INDIANA PACERS,8.4,8.9,4.8,1
2004,SACRAMENTO KINGS,NEW YORK KNICKS,-6.5,-7,-5.6,1
2004,MILWAUKEE BUCKS,DETROIT PISTONS,4.7,5.4,4.8,1
2004,LOS ANGELES LAKERS,NEW ORLEANS HORNETS,-4,-4,-4.7,1
2004,MINNESOTA TIMBERWOLVES,ORLANDO MAGIC,-12.5,-13.1,-12,0
2004,PHILADELPHIA 76ERS,CHICAGO BULLS,-3.9,-3.9,-3.8,0
2004,LOS ANGELES CLIPPERS,DENVER NUGGETS,5.7,5.7,4.1,0
2004,MEMPHIS GRIZZLIES,PHOENIX SUNS,-6.1,-6.4,-5.6,1
2004,UTAH JAZZ,GOLDEN STATE WARRIORS,0.5,0.2,-0.2,1
2004,PORTLAND TRAIL BLAZERS,SEATTLE SUPERSONICS,0.7,0.7,0.3,1
2004,WASHINGTON WIZARDS,CLEVELAND CAVALIERS,3,3.1,5,1
2004,MINNESOTA TIMBERWOLVES,MIAMI HEAT,-5,-5.4,-5.8,0
2004,CHICAGO BULLS,NEW ORLEANS HORNETS,6.3,6.6,4.5,0
2004,ORLANDO MAGIC,HOUSTON ROCKETS,8.7,9.3,7.9,1
2004,NEW YORK KNICKS,MILWAUKEE BUCKS,2.6,2.7,2.2,1
2004,DALLAS MAVERICKS,SAN ANTONIO SPURS,2.8,3.4,3.9,0
2004,MEMPHIS GRIZZLIES,UTAH JAZZ,-3.6,-3.9,-2.9,1
2004,ATLANTA HAWKS,PORTLAND TRAIL BLAZERS,3.3,3.3,2.2,1
2004,DENVER NUGGETS,TORONTO RAPTORS,-4.1,-4.4,-2.9,1
2004,SACRAMENTO KINGS,BOSTON CELTICS,-6.5,-6.9,-5.4,1
2004,NEW JERSEY NETS,DETROIT PISTONS,3.3,3.9,2.5,1
2004,INDIANA PACERS,PHILADELPHIA 76ERS,-8.3,-8.9,-5.5,0
2004,ATLANTA HAWKS,SEATTLE SUPERSONICS,4,4,2.5,0
2004,NEW YORK KNICKS,CLEVELAND CAVALIERS,-1.1,-1,0.3,1
2004,LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,-1.5,-1.5,-1.6,1
2004,UTAH JAZZ,SAN ANTONIO SPURS,8.4,9.2,7.3,1
2004,DENVER NUGGETS,CHICAGO BULLS,-7.5,-7.5,-5.9,0
2004,PHOENIX SUNS,GOLDEN STATE WARRIORS,3,2.7,2.5,0
2004,BOSTON CELTICS,INDIANA PACERS,7.3,7.8,4.9,0
2004,PHILADELPHIA 76ERS,WASHINGTON WIZARDS,-3.1,-3.1,-4.3,0
2004,SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,6.1,6.5,6.3,0
2004,NEW ORLEANS HORNETS,DALLAS MAVERICKS,4.5,4.4,3.6,1
2004,MIAMI HEAT,HOUSTON ROCKETS,1.2,1.6,1.7,1
2004,TORONTO RAPTORS,PORTLAND TRAIL BLAZERS,1.7,1.9,1.2,1
2004,DETROIT PISTONS,SACRAMENTO KINGS,-0.8,-1.1,-1.4,1
2004,ATLANTA HAWKS,LOS ANGELES CLIPPERS,0,0.1,-0.2,1
2004,CHICAGO BULLS,BOSTON CELTICS,4.9,5,4.4,0
2004,SAN ANTONIO SPURS,NEW JERSEY NETS,-4.7,-5.3,-3.3,0
2004,MEMPHIS GRIZZLIES,ORLANDO MAGIC,-9.4,-10,-8.8,0
2004,CLEVELAND CAVALIERS,MIAMI HEAT,3.1,2.9,0.5,1
2004,SEATTLE SUPERSONICS,MILWAUKEE BUCKS,1.7,1.9,1.9,0
2004,UTAH JAZZ,NEW ORLEANS HORNETS,1.1,1.4,-0.2,1
2004,ATLANTA HAWKS,PHOENIX SUNS,0.9,1,0,0
2004,DETROIT PISTONS,GOLDEN STATE WARRIORS,-6.5,-7.6,-6.7,1
2004,TORONTO RAPTORS,LOS ANGELES LAKERS,6.9,7.5,6.2,1
2004,HOUSTON ROCKETS,DALLAS MAVERICKS,2.7,2.6,1.4,1
2004,MINNESOTA TIMBERWOLVES,CHICAGO BULLS,-11.9,-12.2,-10.8,0
2004,SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,-6.3,-6.9,-5.6,1
2004,CLEVELAND CAVALIERS,BOSTON CELTICS,1.1,1.1,-0.1,1
2004,SEATTLE SUPERSONICS,INDIANA PACERS,6.4,7.1,4.8,1
2004,WASHINGTON WIZARDS,MIAMI HEAT,6.1,6,5.5,1
2004,NEW YORK KNICKS,NEW JERSEY NETS,4,4.2,4.5,1
2004,UTAH JAZZ,MINNESOTA TIMBERWOLVES,6.7,7,6.1,0
2004,SAN ANTONIO SPURS,PHILADELPHIA 76ERS,-9.7,-10.5,-8.2,1
2004,PHOENIX SUNS,HOUSTON ROCKETS,5.4,5.7,4.7,1
2004,TORONTO RAPTORS,SACRAMENTO KINGS,8,8.8,6.8,1
2004,ORLANDO MAGIC,DENVER NUGGETS,8.1,8.4,7.1,1
2004,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,3.9,3.6,2.7,0
2004,DETROIT PISTONS,LOS ANGELES LAKERS,-1.9,-2.4,-2,1
2004,NEW JERSEY NETS,ATLANTA HAWKS,-7.1,-7.4,-6.7,0
2004,SAN ANTONIO SPURS,WASHINGTON WIZARDS,-12.8,-13.6,-12.5,0
2004,PHILADELPHIA 76ERS,CLEVELAND CAVALIERS,-0.1,0,0.7,1
2004,INDIANA PACERS,NEW YORK KNICKS,-7.3,-7.9,-5.1,0
2004,DALLAS MAVERICKS,MEMPHIS GRIZZLIES,-2,-1.9,-0.5,1
2004,PORTLAND TRAIL BLAZERS,NEW ORLEANS HORNETS,1.2,1.6,0.3,1
2004,SEATTLE SUPERSONICS,CHICAGO BULLS,-5.8,-5.7,-4.5,0
2004,UTAH JAZZ,MILWAUKEE BUCKS,2.3,2.4,1.7,1
2004,DETROIT PISTONS,PHOENIX SUNS,-9.5,-10.3,-9.2,0
2004,ORLANDO MAGIC,LOS ANGELES CLIPPERS,2.4,2.7,3,1
2004,HOUSTON ROCKETS,TORONTO RAPTORS,-4.7,-5.3,-3.7,1
2004,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,5.7,6.5,5.3,1
2004,MIAMI HEAT,LOS ANGELES LAKERS,3.4,3.8,4.2,1
2004,HOUSTON ROCKETS,PHILADELPHIA 76ERS,-4.2,-4.5,-2.9,0
2004,WASHINGTON WIZARDS,ATLANTA HAWKS,1,0.9,2.5,0
2004,BOSTON CELTICS,NEW YORK KNICKS,0,-0.1,-0.2,1
2004,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,5.7,6,3.9,1
2004,ORLANDO MAGIC,UTAH JAZZ,5.8,6.1,5.9,1
2004,LOS ANGELES CLIPPERS,CLEVELAND CAVALIERS,2,2.1,2.7,1
2004,LOS ANGELES LAKERS,DETROIT PISTONS,1.9,2.4,2,1
2004,NEW ORLEANS HORNETS,NEW JERSEY NETS,2.6,2.5,4.2,0
2004,ATLANTA HAWKS,MILWAUKEE BUCKS,5.7,5.9,4.4,0
2004,DENVER NUGGETS,MINNESOTA TIMBERWOLVES,4.4,4.7,4.9,1
2004,GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,7.9,9,7.5,1
2004,CHICAGO BULLS,PHOENIX SUNS,2.7,2.7,2,1
2004,MIAMI HEAT,SEATTLE SUPERSONICS,-1.1,-1.1,-0.5,0
2004,NEW ORLEANS HORNETS,BOSTON CELTICS,-1.4,-1.6,-0.1,0
2004,LOS ANGELES CLIPPERS,INDIANA PACERS,10.4,11,7.5,1
2004,PHILADELPHIA 76ERS,TORONTO RAPTORS,-0.5,-0.8,-0.8,0
2004,CLEVELAND CAVALIERS,WASHINGTON WIZARDS,-3,-3.1,-5,1
2004,LOS ANGELES LAKERS,NEW YORK KNICKS,-5.4,-5.7,-5,0
2004,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,2.4,3,2.2,1
2004,MILWAUKEE BUCKS,DENVER NUGGETS,0,-0.1,-0.5,1
2004,DETROIT PISTONS,MEMPHIS GRIZZLIES,-3.4,-3.9,-3.6,0
2004,SACRAMENTO KINGS,UTAH JAZZ,-6.2,-6.7,-5.1,0
2004,MIAMI HEAT,PORTLAND TRAIL BLAZERS,-1.8,-1.8,-0.8,1
2004,SAN ANTONIO SPURS,DALLAS MAVERICKS,-2.8,-3.4,-3.9,1
2004,ORLANDO MAGIC,PHOENIX SUNS,3.3,3.6,3.2,1
2004,BOSTON CELTICS,PHILADELPHIA 76ERS,-1,-1.1,-0.6,1
2004,MINNESOTA TIMBERWOLVES,CLEVELAND CAVALIERS,-8.1,-8.3,-6.3,0
2004,NEW YORK KNICKS,DETROIT PISTONS,7.3,8.1,7,1
2004,INDIANA PACERS,NEW ORLEANS HORNETS,-5.9,-6.2,-4.8,0
2004,ATLANTA HAWKS,SAN ANTONIO SPURS,11.8,12.7,10,1
2004,WASHINGTON WIZARDS,DENVER NUGGETS,6.7,6.7,6.4,1
2004,MILWAUKEE BUCKS,UTAH JAZZ,-2.3,-2.4,-1.7,1
2004,ORLANDO MAGIC,SACRAMENTO KINGS,12,12.8,11,1
2004,MIAMI HEAT,GOLDEN STATE WARRIORS,-1.2,-1.4,-0.5,1
2004,CHICAGO BULLS,LOS ANGELES LAKERS,10.3,10.6,9.2,1
2004,HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,-3,-3.4,-2.5,1
2004,MEMPHIS GRIZZLIES,SEATTLE SUPERSONICS,-3,-3.4,-3.1,0
2004,TORONTO RAPTORS,NEW JERSEY NETS,5.5,6,5.7,0
2004,CLEVELAND CAVALIERS,ATLANTA HAWKS,-2,-2.2,-2.5,1
2004,PHILADELPHIA 76ERS,NEW YORK KNICKS,1,1,0.4,1
2004,LOS ANGELES CLIPPERS,MINNESOTA TIMBERWOLVES,10.1,10.4,9,1
2004,DENVER NUGGETS,DALLAS MAVERICKS,3.3,3.5,2.2,1
2004,MIAMI HEAT,PHOENIX SUNS,-4.2,-4.1,-3,1
2004,MILWAUKEE BUCKS,TORONTO RAPTORS,-4.1,-4.5,-3.4,0
2004,NEW ORLEANS HORNETS,DETROIT PISTONS,5.9,6.4,6.7,0
2004,CHICAGO BULLS,SACRAMENTO KINGS,11.4,11.9,9.8,1
2004,PORTLAND TRAIL BLAZERS,GOLDEN STATE WARRIORS,0.6,0.4,0.3,1
2004,WASHINGTON WIZARDS,SEATTLE SUPERSONICS,5,4.9,5,1
2004,MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,1.5,1.5,1.6,1
2004,NEW YORK KNICKS,BOSTON CELTICS,0,0.1,0.2,0
2004,INDIANA PACERS,ORLANDO MAGIC,-12.8,-13.7,-10.5,0
2004,DETROIT PISTONS,ATLANTA HAWKS,-10.4,-11.3,-9.2,0
2004,HOUSTON ROCKETS,LOS ANGELES CLIPPERS,-6.3,-6.6,-4.9,0
2004,MINNESOTA TIMBERWOLVES,INDIANA PACERS,0.3,0.6,-1.5,1
2004,NEW ORLEANS HORNETS,MIAMI HEAT,0.6,0.2,0.5,1
2004,PHILADELPHIA 76ERS,MILWAUKEE BUCKS,3.6,3.7,2.6,1
2004,CHICAGO BULLS,DALLAS MAVERICKS,10.8,11,8.1,1
2004,PHOENIX SUNS,DENVER NUGGETS,4.8,4.8,3.9,1
2004,WASHINGTON WIZARDS,PORTLAND TRAIL BLAZERS,4.3,4.2,4.7,0
2004,MEMPHIS GRIZZLIES,SACRAMENTO KINGS,2.6,2.8,2.2,1
2004,NEW JERSEY NETS,SEATTLE SUPERSONICS,-3.1,-3.4,-4.2,0
2004,BOSTON CELTICS,ORLANDO MAGIC,-5.5,-5.9,-5.6,0
2004,DETROIT PISTONS,PHILADELPHIA 76ERS,-8.3,-9.1,-7.4,1
2004,TORONTO RAPTORS,ATLANTA HAWKS,-1.6,-1.4,-1,0
2004,NEW YORK KNICKS,MINNESOTA TIMBERWOLVES,7,7.3,6.6,0
2004,CLEVELAND CAVALIERS,NEW ORLEANS HORNETS,2.5,2.7,0,1
2004,CHICAGO BULLS,SAN ANTONIO SPURS,13.6,14.4,12,1
2004,DALLAS MAVERICKS,PHOENIX SUNS,-8.1,-8.3,-6.1,1
2004,HOUSTON ROCKETS,UTAH JAZZ,-2.9,-3.2,-2,1
